,estacao,data_medicao,ano,mes,precipitacao,temperatura_max_media,temperatura_media_compensada,temperatura_min_media,umidade_relativa_ar_media
0,SAO LUIZ GONZAGA,2007-01-31,2007,1,244.0,32.309677,25.67871,20.541935,72.548387
1,SAO LUIZ GONZAGA,2007-02-28,2007,2,164.1,32.235714,25.298571,19.95,71.723214
2,SAO LUIZ GONZAGA,2007-03-31,2007,3,155.1,32.058065,25.248387,20.403226,74.564516
3,SAO LUIZ GONZAGA,2007-04-30,2007,4,268.8,28.593333,22.238,17.653333,76.0
4,SAO LUIZ GONZAGA,2007-05-31,2007,5,205.4,21.064516,14.659355,10.251613,77.556452
5,SAO LUIZ GONZAGA,2007-06-30,2007,6,53.0,21.73,16.006,12.086667,73.55
6,SAO LUIZ GONZAGA,2007-07-31,2007,7,118.2,18.83871,12.431613,8.096774,74.016129
7,SAO LUIZ GONZAGA,2007-08-31,2007,8,51.6,20.793548,14.564516,10.093548,75.733871
8,SAO LUIZ GONZAGA,2007-09-30,2007,9,367.1,26.616667,20.341333,15.73,69.8
9,SAO LUIZ GONZAGA,2007-10-31,2007,10,222.9,27.954839,21.986452,17.287097,74.096774
10,SAO LUIZ GONZAGA,2007-11-30,2007,11,164.5,29.336667,21.854667,15.163333,61.733333
11,SAO LUIZ GONZAGA,2007-12-31,2007,12,105.4,33.364516,25.854839,19.516129,61.814516
12,SAO LUIZ GONZAGA,2008-01-31,2008,1,140.1,32.141935,25.44129,20.051613,67.508065
13,SAO LUIZ GONZAGA,2008-02-29,2008,2,136.9,32.268966,25.154483,19.506897,67.310345
14,SAO LUIZ GONZAGA,2008-03-31,2008,3,53.3,30.412903,23.550323,18.545161,73.104839
15,SAO LUIZ GONZAGA,2008-04-30,2008,4,195.2,26.743333,19.817333,14.966667,72.9
16,SAO LUIZ GONZAGA,2008-05-31,2008,5,89.4,22.454839,16.126452,11.664516,76.516129
17,SAO LUIZ GONZAGA,2008-06-30,2008,6,189.0,18.706667,13.388667,9.473333,79.891667
18,SAO LUIZ GONZAGA,2008-07-31,2008,7,50.9,23.574194,17.943226,14.170968,76.120968
19,SAO LUIZ GONZAGA,2008-08-31,2008,8,132.5,22.690323,16.11871,11.277419,77.862903
20,SAO LUIZ GONZAGA,2008-09-30,2008,9,80.9,22.75,16.074,10.713333,70.625
21,SAO LUIZ GONZAGA,2008-10-31,2008,10,483.5,26.041935,20.303226,15.467742,75.75
22,SAO LUIZ GONZAGA,2008-11-30,2008,11,47.9,31.116667,23.848,17.483333,63.575
23,SAO LUIZ GONZAGA,2008-12-31,2008,12,40.3,33.006452,25.499355,18.948387,59.709677
24,SAO LUIZ GONZAGA,2009-01-31,2009,1,126.3,31.512903,24.629032,18.951613,67.879032
25,SAO LUIZ GONZAGA,2009-02-28,2009,2,131.7,31.921429,25.36,20.289286,72.651786
26,SAO LUIZ GONZAGA,2009-03-31,2009,3,44.0,31.654839,24.296129,18.883871,72.556452
27,SAO LUIZ GONZAGA,2009-04-30,2009,4,7.5,30.493333,21.788667,15.47,65.158333
28,SAO LUIZ GONZAGA,2009-05-31,2009,5,156.1,24.619355,18.459355,14.229032,73.725806
29,SAO LUIZ GONZAGA,2009-06-30,2009,6,102.0,18.876667,12.694,8.17,79.066667
30,SAO LUIZ GONZAGA,2009-07-31,2009,7,122.1,17.567742,11.847742,7.464516,76.137097
31,SAO LUIZ GONZAGA,2009-08-31,2009,8,193.7,23.53871,17.38129,12.8,72.580645
32,SAO LUIZ GONZAGA,2009-09-30,2009,9,224.9,22.716667,16.908,12.686667,79.183333
33,SAO LUIZ GONZAGA,2009-10-31,2009,10,176.3,27.948387,20.882581,14.9,68.58871
34,SAO LUIZ GONZAGA,2009-11-30,2009,11,672.2,30.463333,24.804,20.156667,78.341667
35,SAO LUIZ GONZAGA,2009-12-31,2009,12,214.5,31.93871,25.125806,19.803226,72.475806
36,SAO LUIZ GONZAGA,2010-01-31,2010,1,399.1,32.225806,25.626452,20.551613,76.258065
37,SAO LUIZ GONZAGA,2010-02-28,2010,2,244.5,32.764286,26.292143,21.960714,75.330357
38,SAO LUIZ GONZAGA,2010-03-31,2010,3,93.3,31.406452,24.483226,19.529032,73.274194
39,SAO LUIZ GONZAGA,2010-04-30,2010,4,150.6,26.99,20.346,15.816667,70.025
40,SAO LUIZ GONZAGA,2010-05-31,2010,5,138.6,21.280645,15.838065,11.6,82.596774
41,SAO LUIZ GONZAGA,2010-06-30,2010,6,73.3,21.493333,15.674667,11.513333,77.316667
42,SAO LUIZ GONZAGA,2010-07-31,2010,7,217.6,20.570968,14.156129,9.816129,77.177419
43,SAO LUIZ GONZAGA,2010-08-31,2010,8,13.6,22.035484,15.37871,10.783871,71.451613
44,SAO LUIZ GONZAGA,2010-09-30,2010,9,279.2,23.84,17.69,12.943333,77.308333
45,SAO LUIZ GONZAGA,2010-10-31,2010,10,118.0,26.270968,19.283871,13.954839,65.387097
46,SAO LUIZ GONZAGA,2010-11-30,2010,11,48.6,29.943333,22.554667,16.123333,57.25
47,SAO LUIZ GONZAGA,2010-12-31,2010,12,231.4,31.890323,24.830323,19.129032,64.887097
48,SAO LUIZ GONZAGA,2011-01-31,2011,1,108.2,33.393548,26.582581,21.477419,71.209677
49,SAO LUIZ GONZAGA,2011-02-28,2011,2,193.0,30.492857,24.775,20.871429,80.241071
50,SAO LUIZ GONZAGA,2011-03-31,2011,3,141.4,30.712903,23.539355,18.425806,70.08871
51,SAO LUIZ GONZAGA,2011-04-30,2011,4,178.2,27.893333,21.030667,16.233333,71.925
52,SAO LUIZ GONZAGA,2011-05-31,2011,5,82.5,22.477419,16.789032,13.006452,77.16129
53,SAO LUIZ GONZAGA,2011-06-30,2011,6,145.7,18.986667,13.972,10.55,79.2
54,SAO LUIZ GONZAGA,2011-07-31,2011,7,162.9,19.293548,14.142581,10.522581,76.854839
55,SAO LUIZ GONZAGA,2011-08-31,2011,8,150.0,21.535484,15.562581,11.383871,73.91129
56,SAO LUIZ GONZAGA,2011-09-30,2011,9,90.1,25.216667,18.33,12.753333,66.191667
57,SAO LUIZ GONZAGA,2011-10-31,2011,10,237.1,27.354839,20.391613,15.019355,69.669355
58,SAO LUIZ GONZAGA,2011-11-30,2011,11,82.7,30.473333,23.713333,17.483333,59.175
59,SAO LUIZ GONZAGA,2011-12-31,2011,12,38.3,32.045161,24.68,18.16129,57.056452
60,SAO LUIZ GONZAGA,2012-01-31,2012,1,49.4,34.848387,26.890323,20.022581,56.379032
61,SAO LUIZ GONZAGA,2012-02-29,2012,2,48.7,34.972414,27.555862,22.255172,61.534483
62,SAO LUIZ GONZAGA,2012-03-31,2012,3,62.9,32.096774,24.369677,18.251613,58.91129
63,SAO LUIZ GONZAGA,2012-04-30,2012,4,94.2,27.323333,20.170667,15.22,69.875
64,SAO LUIZ GONZAGA,2012-05-31,2012,5,16.2,25.809677,19.034839,13.954839,65.741935
65,SAO LUIZ GONZAGA,2012-06-30,2012,6,59.8,21.25,15.502,11.556667,75.966667
66,SAO LUIZ GONZAGA,2012-07-31,2012,7,81.1,19.809677,13.490968,8.974194,74.532258
67,SAO LUIZ GONZAGA,2012-08-31,2012,8,82.2,25.574194,19.576129,15.429032,70.032258
68,SAO LUIZ GONZAGA,2012-09-30,2012,9,113.4,25.72,19.224,14.38,67.991667
69,SAO LUIZ GONZAGA,2012-10-31,2012,10,454.4,26.625806,21.029032,16.854839,76.677419
70,SAO LUIZ GONZAGA,2012-11-30,2012,11,67.2,32.22,24.745333,18.133333,58.125
71,SAO LUIZ GONZAGA,2012-12-31,2012,12,348.1,31.4,25.483226,20.248387,72.782258
72,SAO LUIZ GONZAGA,2013-01-31,2013,1,198.3,31.593548,24.695484,18.53871,66.25
73,SAO LUIZ GONZAGA,2013-02-28,2013,2,160.3,31.246429,24.617143,19.446429,73.642857
74,SAO LUIZ GONZAGA,2013-03-31,2013,3,268.4,27.23871,21.22129,16.609677,77.185484
75,SAO LUIZ GONZAGA,2013-04-30,2013,4,273.0,27.71,20.656,15.446667,71.825
76,SAO LUIZ GONZAGA,2013-05-31,2013,5,141.4,22.6,16.774839,12.658065,77.516129
77,SAO LUIZ GONZAGA,2013-06-30,2013,6,55.5,20.466667,15.279333,11.64,83.408333
78,SAO LUIZ GONZAGA,2013-07-31,2013,7,157.2,20.7,14.747097,10.303226,75.217742
79,SAO LUIZ GONZAGA,2013-08-31,2013,8,111.6,19.754839,13.56129,8.725806,73.16129
80,SAO LUIZ GONZAGA,2013-09-30,2013,9,104.2,23.593333,17.586667,12.986667,73.091667
81,SAO LUIZ GONZAGA,2013-10-31,2013,10,179.0,27.729032,20.855484,15.1,67.427419
82,SAO LUIZ GONZAGA,2013-11-30,2013,11,139.9,30.97,23.91,18.07,64.466667
83,SAO LUIZ GONZAGA,2013-12-31,2013,12,179.1,33.503226,26.406452,20.629032,66.66129
84,SAO LUIZ GONZAGA,2014-01-31,2014,1,203.9,33.129032,26.752903,21.706452,70.903226
85,SAO LUIZ GONZAGA,2014-02-28,2014,2,118.3,33.321429,26.574286,21.65,67.910714
86,SAO LUIZ GONZAGA,2014-03-31,2014,3,170.9,29.51,22.80129,17.5,73.604839
87,SAO LUIZ GONZAGA,2014-04-30,2014,4,104.4,27.33,20.968,16.396667,75.775
88,SAO LUIZ GONZAGA,2014-05-31,2014,5,329.8,22.729032,16.923871,12.754839,82.693548
89,SAO LUIZ GONZAGA,2014-06-30,2014,6,241.2,19.83,15.13,11.913333,84.95
90,SAO LUIZ GONZAGA,2014-07-31,2014,7,167.7,21.967742,15.867742,11.558065,77.701613
91,SAO LUIZ GONZAGA,2014-08-31,2014,8,56.2,24.622581,17.550968,12.077419,70.064516
92,SAO LUIZ GONZAGA,2014-09-30,2014,9,284.8,24.433333,19.332,15.32,80.808333
93,SAO LUIZ GONZAGA,2014-10-31,2014,10,253.5,29.13871,22.735484,17.583871,71.556452
94,SAO LUIZ GONZAGA,2014-11-30,2014,11,64.6,31.243333,24.344,18.363333,63.6
95,SAO LUIZ GONZAGA,2014-12-31,2014,12,368.8,30.929032,24.881935,19.748387,70.701613
96,SAO LUIZ GONZAGA,2015-01-31,2015,1,316.5,31.545161,25.349677,20.877419,79.056452
97,SAO LUIZ GONZAGA,2015-02-28,2015,2,80.0,31.75,25.257143,20.332143,76.116071
98,SAO LUIZ GONZAGA,2015-03-31,2015,3,140.5,31.445161,24.190323,19.035484,75.233871
99,SAO LUIZ GONZAGA,2015-04-30,2015,4,210.9,28.336667,21.379333,16.473333,73.383333
100,SAO LUIZ GONZAGA,2015-05-31,2015,5,194.4,23.606452,17.983226,14.358065,79.741935
101,SAO LUIZ GONZAGA,2015-06-30,2015,6,265.1,21.69,16.416,12.78,78.991667
102,SAO LUIZ GONZAGA,2015-07-31,2015,7,139.7,20.203226,15.511613,12.225806,82.604839
103,SAO LUIZ GONZAGA,2015-08-31,2015,8,64.4,26.506452,20.494194,16.383871,68.629032
104,SAO LUIZ GONZAGA,2015-09-30,2015,9,111.0,25.976667,18.797333,13.806667,70.233333
105,SAO LUIZ GONZAGA,2015-10-31,2015,10,203.1,26.554839,20.612903,15.983871,74.653226
106,SAO LUIZ GONZAGA,2015-11-30,2015,11,355.0,28.046667,22.056,17.16,72.8
107,SAO LUIZ GONZAGA,2015-12-31,2015,12,778.1,29.551613,24.474194,20.212903,78.758065
108,SAO LUIZ GONZAGA,2016-01-31,2016,1,103.1,33.558065,27.143871,21.970968,68.16129
109,SAO LUIZ GONZAGA,2016-02-29,2016,2,191.0,32.510345,26.273793,21.937931,77.017241
110,SAO LUIZ GONZAGA,2016-03-31,2016,3,197.9,28.032258,22.310968,18.058065,78.112903
111,SAO LUIZ GONZAGA,2016-04-30,2016,4,291.2,28.3,22.468,18.916667,78.85
112,SAO LUIZ GONZAGA,2016-05-31,2016,5,101.4,20.487097,15.174194,11.793548,82.387097
113,SAO LUIZ GONZAGA,2016-06-30,2016,6,6.4,18.906667,12.466667,8.196667,74.45
114,SAO LUIZ GONZAGA,2016-07-31,2016,7,74.1,21.487097,15.176774,10.922581,75.290323
115,SAO LUIZ GONZAGA,2016-08-31,2016,8,107.3,23.645161,17.270323,12.767742,70.564516
116,SAO LUIZ GONZAGA,2016-09-30,2016,9,46.1,24.166667,17.134,11.32,65.25
117,SAO LUIZ GONZAGA,2016-10-31,2016,10,314.8,27.13871,20.615484,15.254839,69.959677
118,SAO LUIZ GONZAGA,2016-11-30,2016,11,151.3,29.586667,22.692,16.493333,60.216667
119,SAO LUIZ GONZAGA,2016-12-31,2016,12,147.8,31.406452,25.430323,20.516129,69.145161
120,SAO LUIZ GONZAGA,2017-01-31,2017,1,217.3,31.977419,25.643871,20.616129,76.016129
121,SAO LUIZ GONZAGA,2017-02-28,2017,2,148.8,31.914286,25.48,20.967857,77.866071
122,SAO LUIZ GONZAGA,2017-03-31,2017,3,222.8,30.732258,23.970323,18.970968,74.314516
123,SAO LUIZ GONZAGA,2017-04-30,2017,4,443.4,25.32,19.758667,15.846667,76.625
124,SAO LUIZ GONZAGA,2017-05-31,2017,5,576.8,22.293548,18.114194,15.141935,87.016129
125,SAO LUIZ GONZAGA,2017-06-30,2017,6,143.8,21.74,16.303333,12.78,78.858333
126,SAO LUIZ GONZAGA,2017-07-31,2017,7,8.0,24.767742,17.56129,12.725806,60.145161
127,SAO LUIZ GONZAGA,2017-08-31,2017,8,262.1,24.8,17.927742,13.374194,70.975806
128,SAO LUIZ GONZAGA,2017-09-30,2017,9,110.7,27.233333,21.315333,17.116667,74.258333
129,SAO LUIZ GONZAGA,2017-10-31,2017,10,267.3,27.270968,20.852903,15.880645,73.145161
130,SAO LUIZ GONZAGA,2017-11-30,2017,11,178.3,29.836667,22.486,16.223333,59.491667
131,SAO LUIZ GONZAGA,2017-12-31,2017,12,126.1,32.9,26.118065,20.322581,65.080645
132,SAO LUIZ GONZAGA,2018-01-31,2018,1,318.3,30.990323,25.256129,20.706452,72.491935
133,SAO LUIZ GONZAGA,2018-02-28,2018,2,65.2,31.678571,24.697857,19.353571,69.8125
134,SAO LUIZ GONZAGA,2018-03-31,2018,3,157.5,30.196774,23.538065,18.703226,73.322581
135,SAO LUIZ GONZAGA,2018-04-30,2018,4,47.7,30.52,24.034667,19.49,71.908333
136,SAO LUIZ GONZAGA,2018-05-31,2018,5,81.5,24.948387,18.904516,15.003226,74.774194
137,SAO LUIZ GONZAGA,2018-06-30,2018,6,124.1,19.346667,13.766,9.833333,80.5
138,SAO LUIZ GONZAGA,2018-07-31,2018,7,65.0,20.087097,14.663226,11.1,80.717742
139,SAO LUIZ GONZAGA,2018-08-31,2018,8,93.9,20.635484,14.283871,9.654839,76.008065
140,SAO LUIZ GONZAGA,2018-09-30,2018,9,212.2,25.743333,19.858667,15.44,75.858333
141,SAO LUIZ GONZAGA,2018-10-31,2018,10,198.9,27.054839,20.919355,16.096774,72.419355
142,SAO LUIZ GONZAGA,2018-11-30,2018,11,324.6,30.493333,24.073333,18.73,65.008333
143,SAO LUIZ GONZAGA,2018-12-31,2018,12,199.4,31.845161,25.163226,19.606452,63.41129
144,SAO LUIZ GONZAGA,2019-01-31,2019,1,220.3,32.364516,26.757419,22.4,75.524194
145,SAO LUIZ GONZAGA,2019-02-28,2019,2,185.6,31.271429,24.659286,19.442857,71.508929
146,SAO LUIZ GONZAGA,2019-03-31,2019,3,149.5,28.919355,22.747097,18.106452,73.306452
147,SAO LUIZ GONZAGA,2019-04-30,2019,4,183.6,28.046667,21.992,18.166667,78.7
148,SAO LUIZ GONZAGA,2019-05-31,2019,5,335.0,22.683871,18.546452,15.935484,85.629032
149,SAO LUIZ GONZAGA,2019-06-30,2019,6,20.9,25.116667,18.858,14.856667,71.6
150,SAO LUIZ GONZAGA,2019-07-31,2019,7,265.9,19.645161,14.312258,10.609677,73.814516
151,SAO LUIZ GONZAGA,2019-08-31,2019,8,100.1,22.509677,15.705161,10.890323,69.177419
152,SAO LUIZ GONZAGA,2019-09-30,2019,9,60.6,25.38,18.353333,12.933333,65.383333
153,SAO LUIZ GONZAGA,2019-10-31,2019,10,297.2,28.493548,22.08,17.303226,70.120968
154,SAO LUIZ GONZAGA,2019-11-30,2019,11,204.5,30.99,24.568667,19.153333,65.683333
155,SAO LUIZ GONZAGA,2019-12-31,2019,12,128.1,32.983871,26.052903,19.664516,58.5
156,SAO LUIZ GONZAGA,2020-01-31,2020,1,244.7,32.641935,26.194839,20.980645,66.572581
157,SAO LUIZ GONZAGA,2020-02-29,2020,2,94.6,31.351724,24.888966,19.4,66.517241
158,SAO LUIZ GONZAGA,2020-03-31,2020,3,,34.154545,26.322727,19.908696,57.113636
159,SAO LUIZ GONZAGA,2020-04-30,2020,4,56.1,28.13,20.426667,14.703333,59.85
160,SAO LUIZ GONZAGA,2020-05-31,2020,5,,,,,
161,SAO LUIZ GONZAGA,2020-06-30,2020,6,,,,,
162,SAO LUIZ GONZAGA,2020-07-31,2020,7,,,,,
163,SAO LUIZ GONZAGA,2020-08-31,2020,8,,,,,
164,SAO LUIZ GONZAGA,2020-09-30,2020,9,,,,,
165,SAO LUIZ GONZAGA,2020-10-31,2020,10,,,,,
166,SAO LUIZ GONZAGA,2020-11-30,2020,11,,32.335,24.666,18.36,57.425
167,SAO LUIZ GONZAGA,2020-12-31,2020,12,161.1,32.512903,25.429677,19.277419,61.274194
168,SAO LUIZ GONZAGA,2021-01-31,2021,1,258.4,31.780645,25.353548,20.448387,70.193548
169,SAO LUIZ GONZAGA,2021-02-28,2021,2,72.5,30.846429,24.466429,19.132143,69.75
170,SAO LUIZ GONZAGA,2021-03-31,2021,3,199.0,30.174194,23.257419,18.383871,73.822581
171,SAO LUIZ GONZAGA,2021-04-30,2021,4,61.7,27.696667,21.263333,16.363333,68.3
172,SAO LUIZ GONZAGA,2021-05-31,2021,5,150.0,22.954839,16.325806,11.73871,71.91129
173,SAO LUIZ GONZAGA,2021-06-30,2021,6,232.1,19.486667,14.318,10.806667,81.191667
174,SAO LUIZ GONZAGA,2021-07-31,2021,7,13.3,21.877419,15.106,10.119355,64.798387
175,SAO LUIZ GONZAGA,2021-08-31,2021,8,107.3,25.116129,18.145161,13.177419,67.516129
176,SAO LUIZ GONZAGA,2021-09-30,2021,9,159.6,25.873333,19.586667,14.756667,74.316667
177,SAO LUIZ GONZAGA,2021-10-31,2021,10,234.9,27.377419,20.736774,15.412903,68.604839
178,SAO LUIZ GONZAGA,2021-11-30,2021,11,54.8,30.92,24.286,18.323333,59.775
179,SAO LUIZ GONZAGA,2021-12-31,2021,12,55.3,34.535484,26.552258,19.558065,53.330645
180,CRUZ ALTA,2007-01-31,2007,1,130.9,29.806452,23.843226,19.093548,73.298387
181,CRUZ ALTA,2007-02-28,2007,2,141.6,30.492857,23.701429,18.425,71.125
182,CRUZ ALTA,2007-03-31,2007,3,109.1,29.677419,23.356129,19.129032,76.943548
183,CRUZ ALTA,2007-04-30,2007,4,164.6,26.92,20.530667,15.98,74.741667
184,CRUZ ALTA,2007-05-31,2007,5,187.5,19.516129,13.568387,9.512903,78.169355
185,CRUZ ALTA,2007-06-30,2007,6,37.4,20.486667,14.631333,10.616667,73.383333
186,CRUZ ALTA,2007-07-31,2007,7,170.1,16.858065,10.893548,6.712903,77.919355
187,CRUZ ALTA,2007-08-31,2007,8,78.2,19.209677,13.172258,8.703226,78.298387
188,CRUZ ALTA,2007-09-30,2007,9,342.9,24.85,18.760667,14.126667,72.508333
189,CRUZ ALTA,2007-10-31,2007,10,224.9,26.016129,20.09871,15.483871,76.967742
190,CRUZ ALTA,2007-11-30,2007,11,126.6,27.466667,20.096667,13.896667,68.983333
191,CRUZ ALTA,2007-12-31,2007,12,73.7,31.274194,23.964516,17.567742,61.766129
192,CRUZ ALTA,2008-01-31,2008,1,99.9,30.096774,23.565806,18.029032,69.717742
193,CRUZ ALTA,2008-02-29,2008,2,59.3,30.158621,23.266897,17.658621,79.603448
194,CRUZ ALTA,2008-03-31,2008,3,53.6,28.564516,21.932903,17.222581,84.282258
195,CRUZ ALTA,2008-04-30,2008,4,121.4,25.816667,18.796,13.716667,83.491667
196,CRUZ ALTA,2008-05-31,2008,5,86.9,21.96129,15.203871,10.864516,83.903226
197,CRUZ ALTA,2008-06-30,2008,6,197.4,17.69,11.939333,7.993333,90.858333
198,CRUZ ALTA,2008-07-31,2008,7,72.8,22.645161,16.176774,12.096774,90.427419
199,CRUZ ALTA,2008-08-31,2008,8,129.6,21.403226,14.958065,10.541935,89.935484
200,CRUZ ALTA,2008-09-30,2008,9,81.9,20.67,14.426667,9.443333,82.325
201,CRUZ ALTA,2008-10-31,2008,10,383.4,24.080645,18.438065,14.158065,77.459677
202,CRUZ ALTA,2008-11-30,2008,11,123.6,29.383333,22.002,15.933333,65.466667
203,CRUZ ALTA,2008-12-31,2008,12,100.5,30.709677,23.105161,17.13871,79.41129
204,CRUZ ALTA,2009-01-31,2009,1,126.6,28.758065,22.1,17.251613,85.193548
205,CRUZ ALTA,2009-02-28,2009,2,126.9,29.939286,23.450714,18.721429,85.4375
206,CRUZ ALTA,2009-03-31,2009,3,44.7,29.790323,22.590323,17.541935,87.056452
207,CRUZ ALTA,2009-04-30,2009,4,10.4,28.416667,20.324667,14.693333,75.716667
208,CRUZ ALTA,2009-05-31,2009,5,139.1,23.596774,16.934839,12.225806,72.346774
209,CRUZ ALTA,2009-06-30,2009,6,46.6,17.543333,11.275333,7.166667,80.316667
210,CRUZ ALTA,2009-07-31,2009,7,136.2,16.490323,10.882581,6.83871,76.419355
211,CRUZ ALTA,2009-08-31,2009,8,293.7,22.022581,15.479355,10.812903,75.887097
212,CRUZ ALTA,2009-09-30,2009,9,361.8,20.76,15.316,11.286667,81.791667
213,CRUZ ALTA,2009-10-31,2009,10,129.8,25.922581,18.952903,13.651613,70.370968
214,CRUZ ALTA,2009-11-30,2009,11,469.8,29.133333,23.234,18.753333,78.75
215,CRUZ ALTA,2009-12-31,2009,12,211.6,30.129032,23.485806,18.809677,73.193548
216,CRUZ ALTA,2010-01-31,2010,1,262.4,29.548387,23.652903,19.225806,78.483871
217,CRUZ ALTA,2010-02-28,2010,2,147.5,30.875,24.666429,20.371429,75.321429
218,CRUZ ALTA,2010-03-31,2010,3,56.1,29.241935,22.694194,18.119355,72.887097
219,CRUZ ALTA,2010-04-30,2010,4,195.7,25.216667,18.744667,14.333333,72.966667
220,CRUZ ALTA,2010-05-31,2010,5,171.4,19.645161,14.740645,11.548387,84.475806
221,CRUZ ALTA,2010-06-30,2010,6,131.2,20.133333,14.038,10.173333,80.883333
222,CRUZ ALTA,2010-07-31,2010,7,202.7,19.119355,12.976774,8.422581,79.814516
223,CRUZ ALTA,2010-08-31,2010,8,48.8,19.693548,13.64129,9.558065,74.298387
224,CRUZ ALTA,2010-09-30,2010,9,293.2,21.95,16.312667,12.1,77.583333
225,CRUZ ALTA,2010-10-31,2010,10,98.6,24.454839,17.632903,12.232258,70.362903
226,CRUZ ALTA,2010-11-30,2010,11,80.5,27.966667,20.705333,14.353333,61.516667
227,CRUZ ALTA,2010-12-31,2010,12,165.2,29.419355,22.859355,17.154839,69.241935
228,CRUZ ALTA,2011-01-31,2011,1,111.4,30.967742,24.446452,19.896774,78.814516
229,CRUZ ALTA,2011-02-28,2011,2,470.3,28.303571,23.030714,19.307143,83.482143
230,CRUZ ALTA,2011-03-31,2011,3,286.9,28.090323,21.58,16.964516,75.475806
231,CRUZ ALTA,2011-04-30,2011,4,215.7,26.276667,19.517333,14.756667,74.008333
232,CRUZ ALTA,2011-05-31,2011,5,101.2,21.048387,15.207097,11.541935,80.524194
233,CRUZ ALTA,2011-06-30,2011,6,181.2,18.116667,12.436,8.636667,82.066667
234,CRUZ ALTA,2011-07-31,2011,7,210.6,18.309677,12.661935,9.032258,82.016129
235,CRUZ ALTA,2011-08-31,2011,8,217.6,19.83871,13.821935,9.703226,80.354839
236,CRUZ ALTA,2011-09-30,2011,9,44.6,23.1,16.294,11.056667,72.758333
237,CRUZ ALTA,2011-10-31,2011,10,189.1,26.06129,18.924516,13.593548,74.346774
238,CRUZ ALTA,2011-11-30,2011,11,59.3,29.183333,21.858,15.54,65.9
239,CRUZ ALTA,2011-12-31,2011,12,53.1,29.790323,22.772258,16.754839,64.403226
240,CRUZ ALTA,2012-01-31,2012,1,52.5,31.774194,24.235484,18.13871,72.129032
241,CRUZ ALTA,2012-02-29,2012,2,80.9,32.637931,25.28069,20.248276,76.939655
242,CRUZ ALTA,2012-03-31,2012,3,56.2,29.387097,22.012258,16.370968,76.854839
243,CRUZ ALTA,2012-04-30,2012,4,66.0,25.34,18.557333,14.053333,81.983333
244,CRUZ ALTA,2012-05-31,2012,5,21.2,24.258065,16.997419,12.045161,77.887097
245,CRUZ ALTA,2012-06-30,2012,6,54.7,19.883333,13.866667,9.87,79.525
246,CRUZ ALTA,2012-07-31,2012,7,194.4,17.854839,11.896129,7.793548,78.596774
247,CRUZ ALTA,2012-08-31,2012,8,68.9,23.935484,17.711613,13.445161,74.153226
248,CRUZ ALTA,2012-09-30,2012,9,218.4,23.573333,17.036,12.16,72.658333
249,CRUZ ALTA,2012-10-31,2012,10,302.8,25.483871,19.547742,15.158065,75.806452
250,CRUZ ALTA,2012-11-30,2012,11,75.9,29.883333,22.760667,16.713333,59.4
251,CRUZ ALTA,2012-12-31,2012,12,442.5,29.919355,24.050968,18.954839,74.33871
252,CRUZ ALTA,2013-01-31,2013,1,117.7,29.209677,22.574839,17.045161,74.758065
253,CRUZ ALTA,2013-02-28,2013,2,130.8,28.785714,22.515714,17.942857,84.473214
254,CRUZ ALTA,2013-03-31,2013,3,200.3,25.290323,19.619355,15.496774,85.741935
255,CRUZ ALTA,2013-04-30,2013,4,138.2,26.15,18.997333,14.116667,85.441667
256,CRUZ ALTA,2013-05-31,2013,5,174.2,21.274194,,,91.516129
257,CRUZ ALTA,2013-06-30,2013,6,72.6,19.083333,13.6848,9.968,93.816667
258,CRUZ ALTA,2013-07-31,2013,7,73.7,19.274194,12.924516,8.16129,89.653226
259,CRUZ ALTA,2013-08-31,2013,8,186.1,18.483871,12.165161,7.587097,90.75
260,CRUZ ALTA,2013-09-30,2013,9,138.6,21.6,15.765333,11.12,89.3
261,CRUZ ALTA,2013-10-31,2013,10,146.8,25.629032,18.638065,13.283871,87.354839
262,CRUZ ALTA,2013-11-30,2013,11,124.2,29.25,21.775333,16.1,86.108333
263,CRUZ ALTA,2013-12-31,2013,12,115.9,31.774194,24.670968,18.793548,86.040323
264,CRUZ ALTA,2014-01-31,2014,1,202.0,30.629032,24.600645,19.864516,90.379032
265,CRUZ ALTA,2014-02-28,2014,2,120.1,31.053571,24.380714,19.45,88.848214
266,CRUZ ALTA,2014-03-31,2014,3,151.9,27.612903,21.237419,16.541935,90.193548
267,CRUZ ALTA,2014-04-30,2014,4,167.9,25.616667,19.356667,15.14,91.258333
268,CRUZ ALTA,2014-05-31,2014,5,255.8,20.796774,15.305161,11.690323,94.532258
269,CRUZ ALTA,2014-06-30,2014,6,396.0,18.69,13.891333,10.666667,95.191667
270,CRUZ ALTA,2014-07-31,2014,7,205.0,20.16129,14.152258,10.096774,93.25
271,CRUZ ALTA,2014-08-31,2014,8,81.0,22.516129,15.832258,10.696774,90.322581
272,CRUZ ALTA,2014-09-30,2014,9,360.1,22.916667,17.503333,13.48,93.35
273,CRUZ ALTA,2014-10-31,2014,10,277.8,27.693548,20.814839,15.787097,89.766129
274,CRUZ ALTA,2014-11-30,2014,11,88.9,29.366667,22.473333,17.013333,86.4
275,CRUZ ALTA,2014-12-31,2014,12,179.5,29.054839,22.952258,18.445161,87.758065
276,CRUZ ALTA,2015-01-31,2015,1,305.0,29.429032,23.297419,19.187097,90.41129
