,estacao,data_medicao,ano,mes,precipitacao,temperatura_max_media,temperatura_media_compensada,temperatura_min_media,umidade_relativa_ar_media
879,BOM JESUS,2020-04-30,2020,4,53.2,21.62,14.961333,9.86,72.733333
880,BOM JESUS,2020-05-31,2020,5,89.1,19.903226,12.925161,7.425806,72.064516
881,BOM JESUS,2020-06-30,2020,6,123.5,17.9,12.581333,8.346667,82.133333
882,BOM JESUS,2020-07-31,2020,7,411.7,16.277419,10.294194,5.574194,81.959677
883,BOM JESUS,2020-08-31,2020,8,75.0,20.729032,13.397419,7.729032,71.685484
884,BOM JESUS,2020-09-30,2020,9,121.3,21.78,15.066667,10.233333,78.108333
885,BOM JESUS,2020-10-31,2020,10,56.5,23.941935,16.809677,11.374194,72.33871
886,BOM JESUS,2020-11-30,2020,11,134.3,23.92,16.752667,11.9,74.175
887,BOM JESUS,2020-12-31,2020,12,110.2,25.354839,18.748387,14.419355,76.346774
888,BOM JESUS,2021-01-31,2021,1,302.9,24.406452,19.219355,15.716129,80.370968
889,BOM JESUS,2021-02-28,2021,2,97.3,24.657143,18.69,13.985714,77.419643
890,BOM JESUS,2021-03-31,2021,3,167.0,23.922581,18.566452,14.683871,82.717742
891,BOM JESUS,2021-04-30,2021,4,14.6,21.826667,15.518621,11.266667,76.758333
892,BOM JESUS,2021-05-31,2021,5,184.9,18.339286,11.885,7.137931,81.785714
893,BOM JESUS,2021-06-30,2021,6,181.9,15.586667,11.174815,6.313333,83.933333
894,BOM JESUS,2021-07-31,2021,7,51.4,17.093333,10.477241,4.36,74.87069
895,BOM JESUS,2021-08-31,2021,8,74.3,19.946154,13.54,8.161538,81.884615
896,BOM JESUS,2021-09-30,2021,9,194.2,20.7,14.993846,9.807692,86.115385
897,BOM JESUS,2021-10-31,2021,10,,21.446154,15.356923,10.092308,88.730769
898,BOM JESUS,2021-11-30,2021,11,107.4,24.346154,18.149231,12.338462,87.653846
899,BOM JESUS,2021-12-31,2021,12,,25.785185,19.121481,13.792593,77.666667
900,SANTA MARIA,2007-01-31,2007,1,163.9,30.812903,24.897419,20.564516,75.959677
901,SANTA MARIA,2007-02-28,2007,2,145.2,31.092857,24.6,19.542857,74.776786
902,SANTA MARIA,2007-03-31,2007,3,173.6,30.116129,24.18129,20.403226,82.548387
903,SANTA MARIA,2007-04-30,2007,4,122.0,27.46,20.922667,16.706667,81.408333
904,SANTA MARIA,2007-05-31,2007,5,102.8,20.180645,13.849032,9.387097,82.370968
905,SANTA MARIA,2007-06-30,2007,6,131.6,19.153333,13.908667,10.263333,81.316667
906,SANTA MARIA,2007-07-31,2007,7,75.6,16.567742,11.06,6.990323,79.08871
907,SANTA MARIA,2007-08-31,2007,8,112.8,19.354839,13.464516,8.987097,79.895161
908,SANTA MARIA,2007-09-30,2007,9,211.8,24.543333,18.997333,14.876667,77.85
909,SANTA MARIA,2007-10-31,2007,10,112.8,26.012903,20.74129,16.629032,77.879032
910,SANTA MARIA,2007-11-30,2007,11,105.0,27.026667,20.348,14.586667,67.983333
911,SANTA MARIA,2007-12-31,2007,12,202.1,31.264516,24.063871,18.190323,69.048387
912,SANTA MARIA,2008-01-31,2008,1,95.7,30.354839,24.309677,19.141935,70.379032
913,SANTA MARIA,2008-02-29,2008,2,127.3,30.572414,23.83931,18.734483,74.474138
914,SANTA MARIA,2008-03-31,2008,3,106.9,29.43871,22.909032,18.112903,79.314516
915,SANTA MARIA,2008-04-30,2008,4,131.9,25.906667,18.33,13.196667,79.833333
916,SANTA MARIA,2008-05-31,2008,5,131.7,22.687097,15.823226,11.26129,78.766129
917,SANTA MARIA,2008-06-30,2008,6,157.7,17.46,11.935333,8.176667,85.541667
918,SANTA MARIA,2008-07-31,2008,7,176.8,21.025806,15.843871,12.748387,84.596774
919,SANTA MARIA,2008-08-31,2008,8,99.8,21.006452,14.537419,9.770968,82.580645
920,SANTA MARIA,2008-09-30,2008,9,120.8,20.946667,15.112667,10.236667,75.141667
921,SANTA MARIA,2008-10-31,2008,10,255.3,24.587097,19.205161,14.929032,76.451613
922,SANTA MARIA,2008-11-30,2008,11,43.9,29.24,22.66,17.186667,67.308333
923,SANTA MARIA,2008-12-31,2008,12,31.7,30.845161,24.105161,18.093548,66.024194
924,SANTA MARIA,2009-01-31,2009,1,162.1,29.774194,23.537419,18.13871,75.306452
925,SANTA MARIA,2009-02-28,2009,2,165.4,30.25,24.32,19.564286,78.660714
926,SANTA MARIA,2009-03-31,2009,3,131.7,29.212903,22.65871,18.351613,83.290323
927,SANTA MARIA,2009-04-30,2009,4,25.6,27.246667,19.220667,13.93,80.091667
928,SANTA MARIA,2009-05-31,2009,5,96.5,23.76129,16.609032,12.103226,83.201613
929,SANTA MARIA,2009-06-30,2009,6,76.8,18.48,11.858,7.316667,83.816667
930,SANTA MARIA,2009-07-31,2009,7,91.4,17.16129,10.677419,6.180645,83.290323
931,SANTA MARIA,2009-08-31,2009,8,164.5,23.245161,16.482581,11.4,79.580645
932,SANTA MARIA,2009-09-30,2009,9,345.3,20.846667,16.092667,12.536667,85.175
933,SANTA MARIA,2009-10-31,2009,10,108.7,25.451613,18.963871,13.483871,75.290323
934,SANTA MARIA,2009-11-30,2009,11,480.9,28.3,23.313333,19.006667,82.375
935,SANTA MARIA,2009-12-31,2009,12,305.7,29.767742,24.08,19.716129,75.943548
936,SANTA MARIA,2010-01-31,2010,1,405.9,30.083871,24.801935,20.596774,79.040323
937,SANTA MARIA,2010-02-28,2010,2,124.7,31.714286,25.992143,21.975,77.107143
938,SANTA MARIA,2010-03-31,2010,3,25.1,30.064516,23.682581,19.212903,77.524194
939,SANTA MARIA,2010-04-30,2010,4,116.8,26.086667,19.177333,14.153333,77.375
940,SANTA MARIA,2010-05-31,2010,5,117.7,20.954839,15.827742,12.654839,87.427419
941,SANTA MARIA,2010-06-30,2010,6,128.9,19.84,14.327333,10.31,85.2
942,SANTA MARIA,2010-07-31,2010,7,238.3,19.503226,13.380645,9.045161,82.677419
943,SANTA MARIA,2010-08-31,2010,8,109.4,19.6,13.736129,9.364516,82.41129
944,SANTA MARIA,2010-09-30,2010,9,244.9,22.026667,16.698667,13.08,83.4
945,SANTA MARIA,2010-10-31,2010,10,49.3,24.419355,18.127742,12.651613,71.330645
946,SANTA MARIA,2010-11-30,2010,11,71.3,27.786667,20.800667,14.876667,66.475
947,SANTA MARIA,2010-12-31,2010,12,157.9,30.387097,23.941935,18.322581,67.201613
948,SANTA MARIA,2011-01-31,2011,1,127.1,32.451613,26.057419,21.616129,76.846774
949,SANTA MARIA,2011-02-28,2011,2,165.8,30.021429,24.610714,20.767857,78.598214
950,SANTA MARIA,2011-03-31,2011,3,54.9,28.851613,22.417419,17.970968,75.637097
951,SANTA MARIA,2011-04-30,2011,4,164.9,26.58,19.416667,14.71,79.933333
952,SANTA MARIA,2011-05-31,2011,5,54.9,21.509677,15.492258,11.519355,83.983871
953,SANTA MARIA,2011-06-30,2011,6,99.0,19.213793,13.158667,9.093103,80.991667
954,SANTA MARIA,2011-07-31,2011,7,163.1,17.890323,12.381935,8.632258,85.25
955,SANTA MARIA,2011-08-31,2011,8,138.5,19.890323,14.265806,10.496774,83.846774
956,SANTA MARIA,2011-09-30,2011,9,61.2,23.486667,16.598667,11.06,78.225
957,SANTA MARIA,2011-10-31,2011,10,184.8,25.174194,19.12129,14.374194,75.967742
958,SANTA MARIA,2011-11-30,2011,11,41.6,28.98,22.336,16.426667,62.975
959,SANTA MARIA,2011-12-31,2011,12,13.4,30.290323,23.369032,17.367742,60.822581
960,SANTA MARIA,2012-01-31,2012,1,68.8,32.987097,25.501935,19.4,63.048387
961,SANTA MARIA,2012-02-29,2012,2,135.4,33.089655,26.162069,21.203448,73.37931
962,SANTA MARIA,2012-03-31,2012,3,151.1,30.322581,22.533548,17.022581,72.887097
963,SANTA MARIA,2012-04-30,2012,4,108.7,25.466667,18.318667,13.666667,81.533333
964,SANTA MARIA,2012-05-31,2012,5,138.2,24.864516,17.078065,11.893548,81.008065
965,SANTA MARIA,2012-06-30,2012,6,35.1,19.806667,13.877333,9.826667,82.558333
966,SANTA MARIA,2012-07-31,2012,7,70.4,18.180645,11.896774,7.587097,81.451613
967,SANTA MARIA,2012-08-31,2012,8,74.5,25.412903,19.032258,14.948387,75.822581
968,SANTA MARIA,2012-09-30,2012,9,177.5,23.54,17.498667,13.073333,78.358333
969,SANTA MARIA,2012-10-31,2012,10,255.2,25.703226,20.536774,16.735484,79.741935
970,SANTA MARIA,2012-11-30,2012,11,72.8,30.386667,23.285333,17.48,70.483333
971,SANTA MARIA,2012-12-31,2012,12,293.0,31.141935,25.037419,19.903226,77.991935
972,SANTA MARIA,2013-01-31,2013,1,145.3,30.270968,23.73871,18.164516,75.814516
973,SANTA MARIA,2013-02-28,2013,2,97.7,29.871429,23.738571,19.085714,81.035714
974,SANTA MARIA,2013-03-31,2013,3,188.6,26.619355,20.649032,16.412903,83.798387
975,SANTA MARIA,2013-04-30,2013,4,147.4,26.393333,19.129333,14.426667,83.441667
976,SANTA MARIA,2013-05-31,2013,5,71.6,21.367742,15.107097,10.987097,87.193548
977,SANTA MARIA,2013-06-30,2013,6,81.6,18.9,13.196,9.493333,89.666667
978,SANTA MARIA,2013-07-31,2013,7,113.5,20.006452,13.188387,8.741935,86.693548
979,SANTA MARIA,2013-08-31,2013,8,163.8,19.251613,12.803871,8.070968,83.080645
980,SANTA MARIA,2013-09-30,2013,9,69.2,23.068966,17.108,12.689655,78.025
981,SANTA MARIA,2013-10-31,2013,10,108.7,26.193548,19.516129,14.219355,73.991935
982,SANTA MARIA,2013-11-30,2013,11,294.5,28.733333,22.656,17.52,72.708333
983,SANTA MARIA,2013-12-31,2013,12,92.8,32.122581,25.465806,19.696774,70.112903
984,SANTA MARIA,2014-01-31,2014,1,132.3,32.619355,26.143871,21.232258,78.362903
985,SANTA MARIA,2014-02-28,2014,2,109.0,32.128571,25.407143,20.642857,78.303571
986,SANTA MARIA,2014-03-31,2014,3,226.9,28.4,21.905806,17.2,81.0
987,SANTA MARIA,2014-04-30,2014,4,105.1,25.8,19.870667,15.7,82.108333
988,SANTA MARIA,2014-05-31,2014,5,171.5,21.051613,15.491613,12.045161,89.233871
989,SANTA MARIA,2014-06-30,2014,6,278.8,18.153333,13.838667,10.8,90.25
990,SANTA MARIA,2014-07-31,2014,7,255.1,20.941935,15.011613,10.890323,83.822581
991,SANTA MARIA,2014-08-31,2014,8,92.2,22.806452,15.969032,11.064516,78.306452
992,SANTA MARIA,2014-09-30,2014,9,237.5,23.553333,18.457333,14.453333,81.658333
993,SANTA MARIA,2014-10-31,2014,10,256.8,27.333333,21.419355,16.974194,77.193548
994,SANTA MARIA,2014-11-30,2014,11,59.7,29.7,23.072,17.3,69.541667
995,SANTA MARIA,2014-12-31,2014,12,324.3,29.683871,24.070968,19.303226,75.459677
996,SANTA MARIA,2015-01-31,2015,1,175.1,30.716129,25.061935,20.690323,79.008065
997,SANTA MARIA,2015-02-28,2015,2,84.3,30.05,24.38,20.278571,80.491071
998,SANTA MARIA,2015-03-31,2015,3,132.4,29.812903,23.124516,18.735484,79.895161
999,SANTA MARIA,2015-04-30,2015,4,129.8,27.0,19.64,14.826667,81.183333
1000,SANTA MARIA,2015-05-31,2015,5,136.4,22.432258,16.790968,13.16129,86.620968
1001,SANTA MARIA,2015-06-30,2015,6,128.2,20.94,14.816,10.726667,85.725
1002,SANTA MARIA,2015-07-31,2015,7,214.7,19.496774,14.88,11.535484,88.403226
1003,SANTA MARIA,2015-08-31,2015,8,85.2,25.567742,19.91871,15.645161,72.677419
1004,SANTA MARIA,2015-09-30,2015,9,168.6,23.026667,16.756,12.373333,78.908333
1005,SANTA MARIA,2015-10-31,2015,10,428.4,23.541935,18.614194,14.858065,81.572581
1006,SANTA MARIA,2015-11-30,2015,11,164.3,25.573333,20.748,16.72,77.458333
1007,SANTA MARIA,2015-12-31,2015,12,336.0,28.677419,23.636129,19.541935,80.443548
1008,SANTA MARIA,2016-01-31,2016,1,101.9,31.503226,25.545806,20.787097,74.540323
1009,SANTA MARIA,2016-02-29,2016,2,96.5,31.386207,25.30069,21.275862,80.853448
1010,SANTA MARIA,2016-03-31,2016,3,200.7,27.083871,21.463226,17.780645,83.790323
1011,SANTA MARIA,2016-04-30,2016,4,137.7,26.666667,21.542667,18.18,83.125
1012,SANTA MARIA,2016-05-31,2016,5,68.4,18.651613,13.854194,10.8,87.733871
1013,SANTA MARIA,2016-06-30,2016,6,5.3,16.973333,10.642667,6.493333,84.55
1014,SANTA MARIA,2016-07-31,2016,7,95.3,19.748387,13.504516,9.380645,82.451613
1015,SANTA MARIA,2016-08-31,2016,8,123.2,22.806452,15.570323,10.522581,80.282258
1016,SANTA MARIA,2016-09-30,2016,9,53.0,22.393333,15.456,10.3,75.791667
1017,SANTA MARIA,2016-10-31,2016,10,376.6,24.948387,19.214194,14.696774,76.758065
1018,SANTA MARIA,2016-11-30,2016,11,160.8,27.966667,21.322667,15.213333,68.725
1019,SANTA MARIA,2016-12-31,2016,12,134.4,30.941935,24.789677,19.477419,69.782258
1020,SANTA MARIA,2017-01-31,2017,1,207.2,30.929032,25.029677,20.43871,81.322581
1021,SANTA MARIA,2017-02-28,2017,2,220.1,30.764286,24.798571,20.957143,83.107143
1022,SANTA MARIA,2017-03-31,2017,3,222.8,28.8,22.412903,18.122581,79.919355
1023,SANTA MARIA,2017-04-30,2017,4,106.3,25.086667,19.058667,15.06,80.216667
1024,SANTA MARIA,2017-05-31,2017,5,272.5,21.864516,17.054194,13.916129,89.991935
1025,SANTA MARIA,2017-06-30,2017,6,124.2,21.193333,15.712,12.286667,82.583333
1026,SANTA MARIA,2017-07-31,2017,7,14.7,23.909677,15.934194,10.76129,75.354839
1027,SANTA MARIA,2017-08-31,2017,8,246.5,23.277419,16.667097,12.077419,79.451613
1028,SANTA MARIA,2017-09-30,2017,9,131.5,25.8,20.092,16.326667,81.116667
1029,SANTA MARIA,2017-10-31,2017,10,243.2,24.974194,19.532903,15.393548,76.330645
1030,SANTA MARIA,2017-11-30,2017,11,70.0,28.066667,20.965333,14.82,66.975
1031,SANTA MARIA,2017-12-31,2017,12,83.9,30.941935,24.754839,19.206452,70.709677
1032,SANTA MARIA,2018-01-31,2018,1,122.2,30.329032,24.771613,19.883871,75.217742
1033,SANTA MARIA,2018-02-28,2018,2,108.9,29.871429,23.334286,18.385714,78.169643
1034,SANTA MARIA,2018-03-31,2018,3,167.6,28.909677,22.317419,17.341935,78.887097
1035,SANTA MARIA,2018-04-30,2018,4,167.6,28.766667,22.434667,18.513333,83.5
1036,SANTA MARIA,2018-05-31,2018,5,59.9,22.167742,16.954839,13.587097,86.241935
1037,SANTA MARIA,2018-06-30,2018,6,150.6,17.673333,12.001333,7.866667,88.258333
1038,SANTA MARIA,2018-07-31,2018,7,147.0,18.064516,13.298065,9.922581,88.064516
1039,SANTA MARIA,2018-08-31,2018,8,128.1,18.767742,12.859355,8.625806,86.225806
1040,SANTA MARIA,2018-09-30,2018,9,240.0,23.753333,18.734,15.09,84.575
1041,SANTA MARIA,2018-10-31,2018,10,101.5,25.393548,19.855484,15.348387,75.935484
1042,SANTA MARIA,2018-11-30,2018,11,245.1,28.82,22.866667,17.74,71.566667
1043,SANTA MARIA,2018-12-31,2018,12,176.2,30.032258,24.12,18.703226,71.733871
1044,SANTA MARIA,2019-01-31,2019,1,266.1,30.83871,25.704516,21.890323,81.532258
1045,SANTA MARIA,2019-02-28,2019,2,83.4,29.957143,23.929286,19.146429,76.955357
1046,SANTA MARIA,2019-03-31,2019,3,136.3,28.129032,21.929032,17.206452,78.733871
1047,SANTA MARIA,2019-04-30,2019,4,210.4,26.366667,20.826667,17.253333,85.516667
1048,SANTA MARIA,2019-05-31,2019,5,260.2,22.529032,18.122581,15.374194,90.5
1049,SANTA MARIA,2019-06-30,2019,6,34.3,24.353333,18.189333,14.153333,80.033333
1050,SANTA MARIA,2019-07-31,2019,7,174.0,18.56129,12.818065,8.825806,85.282258
1051,SANTA MARIA,2019-08-31,2019,8,91.3,21.425806,14.575484,9.587097,79.233871
1052,SANTA MARIA,2019-09-30,2019,9,89.8,22.54,16.161333,10.98,77.683333
1053,SANTA MARIA,2019-10-31,2019,10,460.3,26.148387,20.343226,15.845161,80.258065
1054,SANTA MARIA,2019-11-30,2019,11,161.4,28.32,22.630667,17.993333,74.691667
1055,SANTA MARIA,2019-12-31,2019,12,73.0,31.916129,24.83871,17.832258,62.459677
1056,SANTA MARIA,2020-01-31,2020,1,285.2,30.935484,24.847742,20.251613,75.032258
1057,SANTA MARIA,2020-02-29,2020,2,57.2,30.37931,23.918621,18.710345,72.965517
1058,SANTA MARIA,2020-03-31,2020,3,39.8,32.212903,24.334194,18.270968,68.306452
1059,SANTA MARIA,2020-04-30,2020,4,35.7,26.88,18.878667,13.08,72.65
1060,SANTA MARIA,2020-05-31,2020,5,222.8,22.606452,15.36129,10.664516,81.475806
1061,SANTA MARIA,2020-06-30,2020,6,167.7,20.706667,15.810667,11.726667,82.833333
1062,SANTA MARIA,2020-07-31,2020,7,138.7,18.741935,12.872258,8.619355,83.266129
1063,SANTA MARIA,2020-08-31,2020,8,62.9,22.567742,15.615484,10.6,80.112903
1064,SANTA MARIA,2020-09-30,2020,9,166.3,21.58,16.34,12.04,84.433333
1065,SANTA MARIA,2020-10-31,2020,10,64.4,25.748387,19.346452,14.096774,73.282258
1066,SANTA MARIA,2020-11-30,2020,11,63.4,28.386667,22.030667,16.56,66.2
1067,SANTA MARIA,2020-12-31,2020,12,73.6,30.032258,23.743226,18.477419,69.217742
1068,SANTA MARIA,2021-01-31,2021,1,202.3,30.5,24.75,19.783871,71.683333
1069,SANTA MARIA,2021-02-28,2021,2,89.7,29.185714,23.039286,18.046429,78.660714
1070,SANTA MARIA,2021-03-31,2021,3,113.6,28.574194,22.449032,18.03871,79.580645
1071,SANTA MARIA,2021-04-30,2021,4,14.9,27.13,20.098667,15.006667,76.341667
1072,SANTA MARIA,2021-05-31,2021,5,187.8,20.632258,13.685517,9.006452,84.08871
1073,SANTA MARIA,2021-06-30,2021,6,186.9,18.113333,13.029333,9.513333,86.741667
1074,SANTA MARIA,2021-07-31,2021,7,35.2,19.516129,12.228387,7.393548,82.870968
1075,SANTA MARIA,2021-08-31,2021,8,124.3,21.664516,15.779355,11.225806,81.790323
1076,SANTA MARIA,2021-09-30,2021,9,205.2,22.44,17.190667,13.266667,83.391667
1077,SANTA MARIA,2021-10-31,2021,10,166.8,25.36129,19.094194,13.664516,74.919355
1078,SANTA MARIA,2021-11-30,2021,11,52.1,28.54,22.293333,16.613333,67.1
1079,SANTA MARIA,2021-12-31,2021,12,41.7,30.916129,24.202581,18.083871,65.322581
1080,CAXIAS DO SUL,2007-01-31,2007,1,112.2,26.596774,21.340645,17.435484,78.0
1081,CAXIAS DO SUL,2007-02-28,2007,2,205.9,26.728571,21.290714,17.303571,73.6875
1082,CAXIAS DO SUL,2007-03-31,2007,3,150.2,26.664516,21.610968,18.203226,81.25
1083,CAXIAS DO SUL,2007-04-30,2007,4,85.7,24.026667,18.786667,15.353333,79.533333
1084,CAXIAS DO SUL,2007-05-31,2007,5,186.8,16.425806,11.934839,8.609677,82.701613
1085,CAXIAS DO SUL,2007-06-30,2007,6,61.5,18.0,13.456,9.793333,74.408333
1086,CAXIAS DO SUL,2007-07-31,2007,7,272.5,15.935484,10.376774,6.509677,74.758065
1087,CAXIAS DO SUL,2007-08-31,2007,8,131.7,18.56129,12.646452,8.070968,74.983871
1088,CAXIAS DO SUL,2007-09-30,2007,9,271.0,22.686667,17.168667,13.323333,73.108333
1089,CAXIAS DO SUL,2007-10-31,2007,10,96.3,23.045161,18.095484,13.909677,78.040323
1090,CAXIAS DO SUL,2007-11-30,2007,11,182.1,22.953333,17.092,12.313333,71.266667
1091,CAXIAS DO SUL,2007-12-31,2007,12,204.0,26.670968,20.211613,15.509677,73.870968
1092,CAXIAS DO SUL,2008-01-31,2008,1,75.5,26.412,20.6952,16.329032,74.177419
1093,CAXIAS DO SUL,2008-02-29,2008,2,94.7,,,16.22069,75.732759
1094,CAXIAS DO SUL,2008-03-31,2008,3,86.5,25.416129,19.753548,16.177419,77.556452
1095,CAXIAS DO SUL,2008-04-30,2008,4,79.4,21.913333,16.707333,12.903333,75.666667
1096,CAXIAS DO SUL,2008-05-31,2008,5,190.9,19.029032,13.951613,10.419355,75.08871
1097,CAXIAS DO SUL,2008-06-30,2008,6,131.2,15.94,11.194667,7.833333,78.958333
1098,CAXIAS DO SUL,2008-07-31,2008,7,71.7,19.783871,14.653548,11.245161,77.120968
1099,CAXIAS DO SUL,2008-08-31,2008,8,189.2,19.122581,13.585806,9.477419,76.104839
1100,CAXIAS DO SUL,2008-09-30,2008,9,166.1,18.016667,12.482,8.413333,75.516667
1101,CAXIAS DO SUL,2008-10-31,2008,10,276.4,20.8,16.01871,12.274194,80.798387
1102,CAXIAS DO SUL,2008-11-30,2008,11,69.6,24.373333,18.390667,14.06,75.475
1103,CAXIAS DO SUL,2008-12-31,2008,12,105.6,25.564516,19.418065,14.854839,73.814516
1104,CAXIAS DO SUL,2009-01-31,2009,1,242.6,25.103226,19.726452,15.83871,77.653226
1105,CAXIAS DO SUL,2009-02-28,2009,2,150.3,26.2,21.147143,17.514286,80.276786
1106,CAXIAS DO SUL,2009-03-31,2009,3,58.3,25.654839,20.196129,16.570968,80.612903
1107,CAXIAS DO SUL,2009-04-30,2009,4,43.4,23.413333,17.611333,13.556667,76.3
1108,CAXIAS DO SUL,2009-05-31,2009,5,109.0,20.583871,15.147742,11.322581,77.435484
1109,CAXIAS DO SUL,2009-06-30,2009,6,82.3,15.46,10.670667,7.253333,79.275
1110,CAXIAS DO SUL,2009-07-31,2009,7,104.5,16.088,10.0048,6.509677,76.741935
1111,CAXIAS DO SUL,2009-08-31,2009,8,252.5,20.896774,15.030968,10.309677,78.024194
1112,CAXIAS DO SUL,2009-09-30,2009,9,421.7,19.026667,13.929333,10.28,84.441667
1113,CAXIAS DO SUL,2009-10-31,2009,10,146.2,21.993548,16.087097,11.519355,78.354839
1114,CAXIAS DO SUL,2009-11-30,2009,11,302.2,26.236667,21.159333,17.2,82.241667
1115,CAXIAS DO SUL,2009-12-31,2009,12,187.8,26.012903,20.623226,16.425806,80.314516
1116,CAXIAS DO SUL,2010-01-31,2010,1,305.8,26.425806,21.460645,17.76129,82.564516
1117,CAXIAS DO SUL,2010-02-28,2010,2,111.4,28.0,22.620714,18.825,77.107143
1118,CAXIAS DO SUL,2010-03-31,2010,3,106.7,24.677419,19.883226,16.383871,83.669355
1119,CAXIAS DO SUL,2010-04-30,2010,4,149.8,21.84,17.073333,13.406667,81.2
1120,CAXIAS DO SUL,2010-05-31,2010,5,155.9,17.006452,13.632258,11.0,87.459677
1121,CAXIAS DO SUL,2010-06-30,2010,6,110.7,17.313333,12.808,9.32,81.475
1122,CAXIAS DO SUL,2010-07-31,2010,7,224.6,17.8,12.68129,8.890323,76.975806
1123,CAXIAS DO SUL,2010-08-31,2010,8,56.7,17.564516,12.510323,8.832258,76.008065
1124,CAXIAS DO SUL,2010-09-30,2010,9,208.2,20.006667,15.16,11.606667,75.908333
1125,CAXIAS DO SUL,2010-10-31,2010,10,73.1,20.093548,15.038065,11.251613,76.145161
1126,CAXIAS DO SUL,2010-11-30,2010,11,116.1,23.423333,17.732667,13.413333,73.116667
1127,CAXIAS DO SUL,2010-12-31,2010,12,63.6,25.574194,20.300645,15.967742,73.540323
1128,CAXIAS DO SUL,2011-01-31,2011,1,201.9,27.206452,21.969032,18.606452,81.322581
1129,CAXIAS DO SUL,2011-02-28,2011,2,179.6,25.2,20.982857,18.092857,85.839286
1130,CAXIAS DO SUL,2011-03-31,2011,3,204.0,24.329032,19.264516,15.664516,79.709677
1131,CAXIAS DO SUL,2011-04-30,2011,4,156.1,22.34,17.560667,14.22,79.891667
1132,CAXIAS DO SUL,2011-05-31,2011,5,76.4,17.825806,13.73871,10.983871,82.137097
1133,CAXIAS DO SUL,2011-06-30,2011,6,171.2,15.706667,11.457333,8.633333,79.333333
1134,CAXIAS DO SUL,2011-07-31,2011,7,299.5,16.287097,11.823871,8.922581,79.427419
1135,CAXIAS DO SUL,2011-08-31,2011,8,274.9,17.306452,12.306452,8.741935,78.266129
1136,CAXIAS DO SUL,2011-09-30,2011,9,88.2,20.586667,14.56,9.966667,70.45
1137,CAXIAS DO SUL,2011-10-31,2011,10,113.9,22.483871,16.904516,13.03871,73.596774
1138,CAXIAS DO SUL,2011-11-30,2011,11,21.5,24.746667,18.653333,13.933333,70.5
1139,CAXIAS DO SUL,2011-12-31,2011,12,60.2,25.241935,19.408387,15.277419,71.362903
1140,CAXIAS DO SUL,2012-01-31,2012,1,252.4,26.4,20.855484,16.83871,74.040323
1141,CAXIAS DO SUL,2012-02-29,2012,2,195.9,28.510345,22.86069,19.337931,75.646552
1142,CAXIAS DO SUL,2012-03-31,2012,3,80.8,25.548387,19.929032,16.006452,72.346774
1143,CAXIAS DO SUL,2012-04-30,2012,4,93.6,21.533333,16.565333,13.326667,78.541667
1144,CAXIAS DO SUL,2012-05-31,2012,5,41.5,21.090323,15.687742,11.948387,72.685484
1145,CAXIAS DO SUL,2012-06-30,2012,6,83.0,17.676667,12.892667,9.52,77.066667
1146,CAXIAS DO SUL,2012-07-31,2012,7,203.6,15.948387,11.135484,7.658065,78.943548
1147,CAXIAS DO SUL,2012-08-31,2012,8,68.1,22.377419,16.952903,12.780645,69.120968
1148,CAXIAS DO SUL,2012-09-30,2012,9,218.2,21.326667,15.533333,11.393333,73.633333
1149,CAXIAS DO SUL,2012-10-31,2012,10,205.2,23.725806,18.426452,14.683871,76.451613
1150,CAXIAS DO SUL,2012-11-30,2012,11,70.6,25.43,19.724,15.06,67.766667
1151,CAXIAS DO SUL,2012-12-31,2012,12,253.3,27.593548,22.256129,18.180645,75.927419
1152,CAXIAS DO SUL,2013-01-31,2013,1,131.6,25.716129,20.070968,15.709677,74.241935
1153,CAXIAS DO SUL,2013-02-28,2013,2,157.3,25.7,20.667143,17.185714,80.964286
1154,CAXIAS DO SUL,2013-03-31,2013,3,159.9,22.232258,17.834839,14.780645,83.330645
1155,CAXIAS DO SUL,2013-04-30,2013,4,93.3,22.783333,17.326,13.566667,78.458333
1156,CAXIAS DO SUL,2013-05-31,2013,5,110.8,19.532258,14.66,11.4,79.306452
1157,CAXIAS DO SUL,2013-06-30,2013,6,144.9,17.086667,12.896,9.993333,86.15
1158,CAXIAS DO SUL,2013-07-31,2013,7,82.3,17.5,11.954839,8.26129,75.717742
1159,CAXIAS DO SUL,2013-08-31,2013,8,373.6,17.029032,11.772258,8.187097,77.991935
1160,CAXIAS DO SUL,2013-09-30,2013,9,186.2,20.35,15.038,10.96,76.116667
1161,CAXIAS DO SUL,2013-10-31,2013,10,140.5,21.777419,16.158065,12.025806,76.298387
1162,CAXIAS DO SUL,2013-11-30,2013,11,284.9,25.33,19.217333,14.593333,70.625
1163,CAXIAS DO SUL,2013-12-31,2013,12,185.2,27.793548,21.717419,17.245161,72.766129
1164,CAXIAS DO SUL,2014-01-31,2014,1,163.1,28.719355,23.080645,19.193548,73.645161
1165,CAXIAS DO SUL,2014-02-28,2014,2,231.5,29.121429,22.762857,18.635714,73.223214
1166,CAXIAS DO SUL,2014-03-31,2014,3,145.1,24.625806,19.636129,16.283871,79.887097
1167,CAXIAS DO SUL,2014-04-30,2014,4,111.4,22.163333,17.376667,14.18,80.641667
1168,CAXIAS DO SUL,2014-05-31,2014,5,115.3,18.448387,13.905161,11.032258,84.604839
1169,CAXIAS DO SUL,2014-06-30,2014,6,287.4,16.82,12.94,10.18,85.325
